Id,Category
2797,5
2798,10
2799,9
2800,9
2801,3
2802,5
2803,9
2804,0
2805,0
2806,10
2807,2
2808,10
2809,0
2810,0
2811,9
2812,9
2813,7
2814,7
2815,9
2816,3
2817,0
2818,0
2819,8
2820,10
2821,0
2822,5
2823,0
2824,0
2825,4
2826,5
2827,9
2828,3
2829,9
2830,0
2831,5
2832,10
2833,3
2834,8
2835,9
2836,3
2837,9
2838,8
2839,9
2840,0
2841,5
2842,0
2843,5
2844,9
2845,0
2846,0
2847,9
2848,9
2849,8
2850,9
2851,6
2852,9
2853,9
2854,4
2855,4
2856,10
2857,0
2858,0
2859,5
2860,0
2861,0
2862,8
2863,0
2864,0
2865,10
2866,0
2867,4
2868,8
2869,5
2870,8
2871,3
2872,0
2873,8
2874,8
2875,4
2876,7
2877,9
2878,8
2879,8
2880,3
2881,0
2882,2
2883,10
2884,2
2885,9
2886,8
2887,6
2888,0
2889,2
2890,0
2891,2
2892,7
2893,3
2894,0
2895,2
2896,6
2897,9
2898,5
2899,5
2900,8
2901,9
2902,3
2903,9
2904,10
2905,4
2906,3
2907,5
2908,6
2909,4
2910,8
2911,4
2912,9
2913,9
2914,3
2915,5
2916,6
2917,9
2918,7
2919,5
2920,5
2921,2
2922,0
2923,5
2924,9
2925,5
2926,3
2927,9
2928,9
2929,6
2930,3
2931,8
2932,0
2933,9
2934,8
2935,9
2936,9
2937,10
2938,9
2939,0
2940,9
2941,3
2942,1
2943,9
2944,3
2945,9
2946,9
2947,5
2948,2
2949,0
2950,5
2951,5
2952,9
2953,9
2954,10
2955,3
2956,5
2957,8
2958,6
2959,4
2960,0
2961,5
2962,8
2963,9
2964,10
2965,3
2966,9
2967,9
2968,1
2969,8
2970,0
2971,8
2972,9
2973,9
2974,2
2975,3
2976,8
2977,10
2978,9
2979,3
2980,9
2981,3
2982,8
2983,5
2984,0
2985,0
2986,5
2987,5
2988,3
2989,9
2990,5
2991,9
2992,0
2993,9
2994,0
2995,0
2996,10
2997,0
2998,0
2999,8
3000,2
3001,5
3002,0
3003,9
3004,3
3005,9
3006,10
3007,10
3008,0
3009,0
3010,4
3011,5
3012,2
3013,8
3014,9
3015,2
3016,2
3017,9
3018,9
3019,9
3020,9
3021,5
3022,4
3023,0
3024,9
3025,0
3026,8
3027,9
3028,9
3029,0
3030,4
3031,4
3032,6
3033,8
3034,3
3035,5
3036,9
3037,3
3038,4
3039,5
3040,9
3041,5
3042,9
3043,7
3044,3
3045,10
3046,4
3047,10
3048,0
3049,0
3050,9
3051,8
3052,8
3053,3
3054,9
3055,3
3056,0
3057,5
3058,0
3059,9
3060,5
3061,10
3062,9
3063,10
3064,3
3065,7
3066,5
3067,9
3068,9
3069,0
3070,7
3071,5
3072,5
3073,10
3074,8
3075,8
3076,5
3077,9
3078,10
3079,8
3080,8
3081,8
3082,10
3083,7
3084,0
3085,0
3086,3
3087,5
3088,5
3089,10
3090,0
3091,10
3092,5
3093,3
3094,10
3095,6
3096,10
3097,6
3098,9
3099,8
3100,5
3101,9
3102,3
3103,2
3104,7
3105,8
3106,9
3107,3
3108,9
3109,3
3110,8
3111,4
3112,3
3113,3
3114,5
3115,4
3116,0
3117,3
3118,10
3119,5
3120,10
3121,2
3122,1
3123,5
3124,10
3125,3
3126,3
3127,7
3128,9
3129,3
3130,3
3131,5
3132,4
3133,6
3134,4
3135,9
3136,7
3137,2
3138,10
3139,0
3140,10
3141,8
3142,10
3143,10
3144,8
3145,0
3146,9
3147,0
3148,0
3149,4
3150,0
3151,3
3152,10
3153,5
3154,10
3155,9
3156,4
3157,9
3158,5
3159,2
3160,7
3161,8
3162,6
3163,0
3164,0
3165,9
3166,9
3167,10
3168,3
3169,0
3170,6
3171,3
3172,3
3173,8
3174,10
3175,9
3176,9
3177,3
3178,3
3179,6
3180,5
3181,3
3182,0
3183,3
3184,5
3185,9
3186,0
3187,9
3188,2
3189,5
3190,4
3191,9
3192,5
3193,3
3194,3
3195,0
3196,0
3197,3
3198,6
3199,8
3200,0
3201,4
3202,9
3203,9
3204,3
3205,8
3206,10
3207,3
3208,9
3209,0
3210,9
3211,2
3212,2
3213,10
3214,0
3215,8
3216,5
3217,8
3218,9
3219,8
3220,3
3221,9
3222,5
3223,10
3224,3
3225,0
3226,3
3227,4
3228,2
3229,3
3230,0
3231,0
3232,0
3233,5
3234,2
3235,8
3236,9
3237,0
3238,8
3239,0
3240,4
3241,2
3242,5
3243,3
3244,9
3245,5
3246,0
3247,4
3248,8
3249,10
3250,9
3251,0
3252,3
3253,3
3254,3
3255,8
3256,3
3257,3
3258,10
3259,9
3260,5
3261,0
3262,8
3263,8
3264,0
3265,8
3266,9
3267,3
3268,3
3269,5
3270,6
3271,4
3272,0
3273,0
3274,5
3275,10
3276,8
3277,3
3278,9
3279,0
3280,4
3281,9
3282,6
3283,6
3284,0
3285,8
3286,4
3287,3
3288,10
3289,4
3290,5
3291,9
3292,2
3293,4
3294,0
3295,9
3296,1
3297,9
3298,7
3299,5
3300,10
3301,9
3302,3
3303,0
3304,0
3305,0
3306,5
3307,8
3308,9
3309,2
3310,10
3311,1
3312,5
3313,0
3314,0
3315,9
3316,3
3317,4
3318,8
3319,4
3320,8
3321,8
3322,0
3323,3
3324,0
3325,9
3326,5
3327,3
3328,0
3329,3
3330,9
3331,0
3332,9
3333,5
3334,8
3335,7
3336,3
3337,0
3338,9
3339,3
3340,8
3341,4
3342,8
3343,10
3344,4
3345,3
3346,4
